8\xfcX axis acceleration,Y axis acceleration,Z axis acceleration,Bicep signal,Shoulder signal,Pectoral signal
345,339,418,14,54,17
345,338,418,14,53,19
345,338,419,14,52,24
345,339,417,13,50,25
345,338,418,12,49,28
346,338,419,14,48,31
345,338,417,12,48,32
345,338,418,13,46,35
345,338,418,13,44,33
345,338,418,14,42,32
345,338,418,13,42,37
345,338,418,14,44,40
346,338,418,14,43,44
344,339,418,14,42,49
345,338,417,12,43,52
346,338,419,14,40,50
345,337,417,13,40,54
344,338,419,13,40,78
345,338,418,13,37,77
345,338,418,13,35,68
345,339,418,14,35,62
345,338,417,14,36,57
345,338,418,15,35,54
346,339,419,16,35,51
345,338,418,16,35,50
346,338,417,17,34,48
345,337,418,17,34,49
346,338,418,18,34,47
345,337,417,19,33,46
345,337,418,18,33,45
345,337,418,21,32,46
345,339,418,23,31,44
345,338,418,23,31,45
345,338,417,24,32,43
345,337,418,24,31,42
345,339,418,22,32,40
344,339,418,22,34,39
344,337,418,22,33,40
345,337,417,21,32,40
345,338,418,23,31,39
345,339,419,22,32,40
345,338,418,21,32,37
346,337,418,21,33,35
345,338,419,21,33,32
346,338,418,24,34,27
345,338,418,23,35,25
345,338,418,24,33,22
345,338,417,24,33,24
346,338,418,22,31,23
346,339,418,22,31,23
345,338,418,20,30,21
345,338,417,18,30,22
346,339,418,19,32,33
346,338,419,16,33,46
345,339,418,17,32,37
345,338,418,18,31,30
346,338,418,17,31,25
345,337,418,17,30,21
346,338,419,17,30,20
345,339,418,17,30,19
345,338,418,16,28,20
344,338,418,18,30,20
345,339,418,15,29,18
346,339,419,15,30,20
345,338,417,15,28,22
345,337,417,15,29,21
345,338,418,15,27,22
345,338,418,15,27,21
345,338,418,16,28,26
345,338,418,16,25,25
344,338,418,15,27,24
345,338,418,13,27,24
345,339,418,13,29,22
345,337,418,14,30,23
346,338,418,13,31,22
345,338,417,13,31,23
345,339,418,14,31,24
345,338,418,12,31,24
345,338,417,13,31,27
345,338,418,13,32,34
345,338,418,12,30,34
345,338,418,14,31,36
346,338,418,14,31,33
345,338,418,13,31,31
345,338,418,13,32,31
345,338,418,12,31,30
345,338,418,12,30,36
345,338,418,12,34,38
345,338,418,12,32,46
346,338,418,14,32,41
345,337,417,13,32,44
345,338,417,14,30,47
345,338,418,13,33,50
346,338,418,13,32,51
345,338,419,14,31,53
345,339,418,13,32,57
345,338,418,12,35,58
345,337,417,13,35,59
344,338,417,13,37,61
345,338,419,14,36,59
345,337,419,12,36,56
345,338,418,13,35,53
345,337,418,14,35,51
344,339,418,14,35,50
345,338,418,13,35,48
345,338,419,15,34,47
345,338,418,15,35,44
346,338,418,15,35,42
346,339,418,15,36,40
345,338,418,15,38,38
345,338,418,14,37,36
345,338,418,13,36,35
344,338,417,14,40,35
345,338,418,14,40,35
345,338,418,14,39,34
345,338,418,14,39,33
345,338,418,13,39,34
345,338,419,14,39,39
345,338,418,14,37,38
345,339,418,13,40,37
345,337,418,14,37,34
345,337,419,13,35,31
345,338,417,14,35,30
344,337,417,14,36,28
345,338,417,14,36,39
345,338,418,13,38,48
344,338,418,13,36,45
345,338,419,13,37,44
345,338,418,13,37,45
345,337,417,14,37,47
345,339,418,14,36,48
345,338,418,13,35,48
346,339,419,13,36,50
346,339,419,13,35,55
344,338,417,12,32,55
344,338,417,13,35,56
346,339,418,13,35,55
346,337,418,13,34,54
345,338,418,13,34,51
346,338,417,12,36,45
345,339,418,12,37,43
345,338,418,13,38,43
345,338,418,13,35,41
345,338,418,12,36,40
345,338,418,13,34,40
345,338,418,12,33,38
345,339,418,13,33,37
345,338,418,13,29,36
346,338,419,13,27,33
345,338,417,12,27,32
345,338,418,14,24,29
345,339,418,12,24,27
345,338,419,13,23,24
344,338,417,13,21,22
345,337,418,13,20,21
345,337,418,12,21,18
345,339,418,13,21,16
345,340,419,14,23,16
346,338,418,13,27,16
345,337,418,14,31,17
346,337,418,14,37,23
346,339,418,14,45,30
345,338,417,14,53,35
345,338,417,15,62,40
346,338,418,16,72,44
345,338,419,16,81,87
345,339,417,19,93,98
345,339,418,19,103,91
345,338,418,24,115,87
346,339,418,24,128,87
345,338,419,28,140,89
346,338,418,30,152,94
346,339,417,32,165,97
345,338,418,35,174,104
344,338,418,37,184,106
345,337,418,39,197,114
345,338,418,46,206,123
346,338,418,48,216,134
345,338,419,51,226,143
346,339,418,53,233,152
345,339,417,56,241,157
345,337,419,58,249,165
345,338,418,60,257,169
345,338,418,63,261,175
346,338,419,62,263,178
345,339,418,61,267,183
346,338,419,62,269,183
345,339,418,64,272,185
345,339,417,68,272,184
345,338,418,67,273,184
346,337,418,70,273,182
345,339,418,69,271,182
346,338,418,72,268,178
345,339,418,74,265,175
345,338,417,78,261,167
346,339,418,79,257,161
346,339,418,80,255,155
345,338,417,82,251,151
344,338,417,82,248,146
345,338,418,84,243,143
346,338,418,85,239,135
345,339,418,84,235,118
345,337,419,84,230,145
345,339,417,87,223,141
346,338,417,87,217,118
346,339,418,89,211,103
345,338,417,91,206,88
345,338,418,94,196,78
345,338,418,94,190,69
346,339,417,97,184,58
345,339,418,96,177,49
345,339,418,100,169,40
345,338,417,101,162,36
345,339,419,103,155,30
344,337,418,103,148,28
344,338,419,105,142,25
345,339,418,101,134,23
345,338,419,103,128,20
345,338,418,103,121,19
345,338,418,101,113,16
345,339,418,101,108,15
345,338,418,100,102,15
344,339,418,97,93,13
344,338,418,96,86,14
345,338,419,93,81,12
344,339,417,88,78,12
345,338,418,88,70,14
344,339,416,86,64,17
344,338,417,82,60,16
346,339,418,82,55,16
346,337,418,78,50,17
346,339,418,76,46,19
346,339,419,72,40,20
346,338,418,67,36,23
347,339,418,64,33,32
346,339,418,57,30,35
347,340,419,53,25,36
347,338,418,52,23,37
347,339,417,47,22,36
345,339,417,43,22,37
345,339,416,40,25,39
345,338,417,36,25,52
345,338,416,33,32,54
347,339,418,30,35,50
348,340,419,26,39,56
348,339,420,23,44,67
349,340,418,21,49,74
348,340,419,19,52,81
349,340,418,18,58,87
347,340,419,16,60,91
348,340,419,15,67,99
348,339,419,15,70,105
347,338,417,15,75,108
346,340,417,16,79,112
347,338,417,17,80,111
347,339,418,18,85,109
347,340,418,21,87,106
346,340,418,22,91,106
348,339,417,24,96,105
348,339,417,26,97,103
347,339,418,28,101,101
348,340,418,33,105,100
348,339,418,33,109,96
347,339,418,35,111,97
347,339,418,34,114,95
346,339,417,35,117,90
347,339,417,37,119,91
346,338,417,39,120,86
346,338,417,43,120,84
346,339,418,46,122,81
347,339,417,48,123,78
346,339,418,51,124,78
346,339,418,51,126,76
346,339,417,55,128,79
346,339,418,57,128,84
346,339,417,58,130,81
347,339,418,58,134,79
346,338,417,59,131,75
346,339,417,60,131,72
347,339,419,63,131,68
347,339,418,60,133,75
346,339,418,63,132,69
347,338,418,64,134,59
347,340,419,63,132,57
347,339,418,65,131,62
347,339,417,63,130,64
347,339,418,63,129,65
346,339,418,64,129,70
346,339,419,62,128,68
346,339,418,60,126,69
345,339,418,58,125,69
347,339,417,59,126,68
346,339,418,58,125,67
346,338,418,57,124,65
347,340,418,56,124,63
347,339,418,55,122,58
347,339,418,53,120,57
346,338,418,53,119,54
347,339,417,51,118,54
347,338,418,48,118,51
347,340,418,46,116,49
345,340,417,42,118,46
346,339,418,43,117,42
346,338,418,41,116,42
347,339,417,41,115,38
346,338,418,37,113,39
345,339,417,37,114,36
346,339,417,37,111,34
346,339,417,34,110,33
347,339,418,34,110,32
346,339,418,31,108,33
347,339,418,32,108,31
347,338,418,30,107,34
347,339,419,28,107,33
346,339,418,27,108,30
346,339,417,24,106,27
347,338,420,22,104,24
346,339,416,23,104,23
346,339,417,20,99,20
346,338,418,19,100,27
347,339,417,18,99,36
346,338,420,17,96,38
347,339,416,17,97,36
347,339,418,17,94,34
348,339,419,19,91,33
347,341,418,17,92,33
346,340,417,20,89,32
347,338,418,19,87,32
347,338,418,18,87,34
347,339,418,18,86,33
346,340,418,18,86,35
346,339,418,17,84,35
347,338,418,16,82,34
346,338,418,16,83,32
346,340,417,17,81,29
347,340,418,16,83,30
347,339,418,15,82,29
347,339,417,14,80,29
347,339,419,15,78,29
347,339,418,14,77,28
347,340,418,14,78,26
346,339,417,14,78,26
347,339,418,13,75,23
347,339,417,12,76,22
346,339,418,14,73,20
346,339,418,13,71,19
347,339,418,14,70,20
347,341,418,14,71,19
346,340,417,14,68,19
346,338,420,12,68,18
347,339,419,12,68,18
345,339,417,12,67,22
346,338,417,13,65,23
346,338,418,13,63,21
345,338,418,13,61,19
346,340,418,14,60,17
346,340,418,13,59,17
345,338,419,15,58,18
345,337,418,13,55,26
344,337,418,15,56,42
345,339,419,15,55,40
344,339,417,16,53,34
344,339,417,16,55,35
343,337,416,14,55,36
345,337,418,15,53,35
344,338,417,14,53,36
344,338,416,16,52,38
344,337,417,18,51,40
344,337,417,18,51,43
344,338,417,16,49,42
344,337,419,16,50,43
345,339,419,15,49,40
345,338,418,15,47,35
345,339,420,16,47,32
345,338,418,15,45,31
344,338,418,15,45,29
345,339,417,15,45,29
344,337,418,17,45,28
344,338,418,17,44,27
344,338,417,17,41,25
345,339,418,16,41,25
343,338,417,15,42,23
344,337,417,14,42,22
344,336,417,15,43,21
345,338,418,15,44,21
345,339,418,15,43,23
346,337,420,13,43,22
345,340,416,15,44,21
344,339,418,15,45,20
345,338,418,13,47,17
345,340,416,14,42,17
344,340,418,14,43,17
344,338,420,15,46,18
345,338,415,14,44,33
346,339,418,14,42,73
347,337,422,13,44,69
346,342,417,14,41,63
344,342,418,14,39,59
343,337,419,14,41,62
342,337,415,15,39,68
345,339,418,14,36,76
344,338,419,14,38,86
344,339,418,16,36,96
343,339,417,15,35,110
345,338,416,15,30,127
345,340,420,16,30,148
346,341,419,16,27,171
345,340,416,16,25,191
344,338,419,16,27,213
345,339,418,17,31,232
345,342,417,19,35,249
347,341,417,18,44,265
346,339,420,21,52,280
346,341,416,23,63,293
346,341,416,27,76,305
347,339,418,29,90,315
348,338,421,35,101,324
347,340,418,42,114,328
347,342,419,45,131,332
347,342,417,50,145,339
346,339,418,54,160,345
346,339,417,59,175,353
347,339,419,62,188,358
347,338,418,66,202,361
346,339,418,69,215,354
345,340,416,71,228,384
346,339,417,73,243,395
347,340,419,76,253,379
347,341,418,81,265,368
346,339,418,86,275,358
346,340,417,91,286,347
348,341,418,96,297,337
348,339,419,97,304,327
348,340,419,102,311,318
348,338,418,108,319,310
348,339,418,112,323,302
347,341,418,116,326,298
347,340,417,116,329,293
347,338,417,121,330,286
347,341,418,122,329,279
347,339,418,127,327,269
347,339,417,130,324,261
346,340,417,136,322,252
345,340,419,136,315,243
346,340,418,141,308,237
345,339,417,143,304,226
345,340,416,144,297,220
345,339,417,144,288,212
345,339,420,143,282,207
346,339,418,144,272,201
345,340,418,145,263,193
343,341,417,147,252,178
344,339,417,148,240,162
345,339,420,151,231,152
345,339,419,151,217,143
345,337,419,152,206,134
344,338,417,153,193,122
345,338,417,148,181,106
344,338,419,147,170,105
344,341,418,144,159,130
343,340,418,140,146,108
343,338,417,137,137,85
344,339,419,132,128,71
344,340,418,128,118,56
343,341,417,121,108,43
343,338,418,120,103,34
345,338,418,115,93,28
344,339,419,112,86,29
344,339,418,111,78,34
343,340,418,104,69,44
343,339,416,103,62,65
344,337,417,97,55,83
345,338,419,97,48,97
344,340,419,97,42,108
343,338,417,92,38,120
344,338,418,91,36,127
344,338,418,88,33,133
344,339,419,88,31,135
344,339,417,84,28,134
344,339,419,85,26,134
344,339,419,81,22,136
345,338,418,77,25,142
344,339,418,73,22,147
344,338,417,67,22,148
344,339,418,62,23,155
344,338,418,57,24,159
344,339,418,54,28,165
344,338,418,49,30,174
345,339,418,42,33,180
345,339,418,39,39,180
344,339,419,33,42,179
345,338,418,30,46,176
345,340,418,26,53,174
345,338,418,23,57,173
345,338,417,20,63,182
344,338,418,17,71,149
345,338,418,16,81,138
345,339,418,15,98,153
345,338,417,15,109,166
345,338,419,14,121,174
345,339,418,13,131,181
345,339,419,14,137,184
345,338,417,14,140,190
345,338,419,18,143,191
345,338,418,18,144,194
345,339,417,21,146,193
344,338,418,22,146,192
345,338,418,29,146,186
345,338,418,31,143,180
346,339,418,34,141,177
347,339,420,37,140,172
346,339,418,40,138,168
345,339,418,41,136,165
345,338,417,41,132,160
345,339,418,43,134,155
345,339,418,45,134,149
345,338,417,48,131,149
345,338,417,50,128,142
345,339,418,52,126,141
344,338,418,54,124,136
344,339,417,55,126,134
345,339,418,56,124,130
345,338,419,56,123,130
346,340,418,54,120,132
345,340,418,56,120,136
344,338,418,58,119,131
345,339,417,57,117,125
344,339,418,59,115,115
345,340,417,58,112,111
345,339,417,60,113,102
345,339,418,61,111,106
345,338,418,62,108,84
345,339,418,63,106,76
344,338,418,64,105,82
344,338,419,64,104,90
345,338,417,61,102,94
344,339,416,62,101,95
345,337,418,59,98,94
345,340,419,60,96,92
345,338,418,58,95,94
343,337,417,56,95,95
344,339,418,58,94,93
345,338,419,57,94,92
345,339,418,57,91,87
345,339,418,56,90,80
344,338,418,53,90,76
344,338,418,54,87,72
346,338,418,55,88,69
344,338,418,53,90,66
344,338,417,55,87,63
344,338,417,52,87,60
344,339,417,51,84,56
344,338,418,52,85,51
345,339,418,53,85,49
345,339,417,54,82,45
345,339,419,50,81,43
345,339,418,47,80,39
344,341,419,46,79,36
344,338,418,47,82,35
344,337,417,49,82,33
345,339,418,49,80,30
345,339,418,47,80,36
344,339,418,47,82,37
344,337,417,45,80,33
344,339,417,43,79,32
345,339,418,43,80,27
344,339,419,40,78,24
344,338,418,38,75,21
345,339,418,39,73,29
345,338,418,36,75,42
344,338,417,38,74,46
344,338,418,36,73,40
344,338,418,34,72,35
345,339,418,33,72,33
345,339,417,32,70,33
344,338,418,32,73,31
344,339,419,31,72,30
344,338,419,30,75,33
344,338,418,29,76,34
344,339,418,26,78,35
343,338,416,24,79,35
344,338,417,25,79,32
344,338,419,22,79,28
346,339,418,22,82,24
345,338,418,23,81,22
344,337,417,22,83,20
345,339,418,22,83,18
344,338,419,21,82,17
345,338,419,21,81,17
345,339,418,21,81,14
344,338,417,19,79,14
345,338,418,18,80,12
344,338,418,19,77,14
344,338,417,18,78,11
344,339,418,17,78,11
345,338,418,17,77,10
345,339,417,16,80,10
345,338,418,16,80,11
344,339,417,16,78,10
344,339,417,15,80,14
344,337,417,15,79,14
344,338,417,15,80,14
345,339,419,15,83,13
344,339,418,14,84,12
344,338,417,14,89,12
344,339,417,15,92,11
344,339,418,13,95,20
344,339,418,16,100,31
344,338,417,16,105,36
344,339,418,16,110,32
345,338,418,17,115,30
344,339,419,16,122,34
345,339,418,15,128,34
344,338,419,14,128,36
345,340,419,15,128,37
345,338,418,15,125,37
345,339,418,15,122,38
344,339,418,13,118,38
344,338,419,13,115,39
344,339,418,13,108,39
344,338,418,15,101,37
345,339,417,15,96,35
345,338,418,16,89,35
345,339,418,15,88,36
345,339,418,16,84,34
344,338,419,17,80,35
345,338,418,16,77,35
345,340,418,17,73,31
344,339,418,16,70,29
345,339,418,14,64,28
345,339,418,15,64,28
344,339,418,15,60,29
344,337,418,15,56,28
345,338,417,14,55,30
345,339,417,15,54,37
345,339,418,14,53,35
345,339,418,14,53,34
346,339,418,15,51,34
346,339,419,14,48,31
346,340,418,14,49,31
346,339,418,14,45,31
345,339,419,15,44,37
346,339,418,14,45,36
345,340,418,14,41,32
345,339,417,14,43,34
345,338,418,14,41,38
344,338,417,13,41,40
346,339,418,12,40,42
345,338,418,13,40,42
346,338,417,13,41,43
345,339,418,12,41,43
345,339,417,13,39,41
346,340,419,13,38,38
346,339,419,12,37,39
346,339,419,13,36,37
345,338,417,12,38,34
346,339,418,13,35,32
345,338,418,13,35,28
346,339,418,13,34,27
347,339,419,13,33,25
345,339,417,13,32,22
346,339,418,13,31,19
345,339,418,12,29,17
345,339,418,13,29,14
346,339,418,13,26,16
346,339,418,12,24,14
345,338,417,13,23,14
345,339,418,13,22,19
345,339,418,14,20,21
346,339,418,13,20,28
346,339,418,14,21,36
345,338,418,15,22,43
346,338,419,15,22,48
345,341,417,15,22,45
345,339,418,17,24,76
347,338,419,19,26,84
345,340,418,22,29,79
345,339,418,24,34,77
345,339,418,25,37,78
346,340,419,25,40,77
346,339,418,29,45,80
345,339,419,30,48,84
347,339,417,33,52,85
346,338,419,38,56,87
346,340,418,39,59,90
346,340,418,40,62,92
345,338,417,42,68,97
345,339,418,42,72,103
345,340,418,43,76,105
345,339,418,46,81,109
346,338,417,48,85,111
346,339,418,50,89,113
346,339,419,52,91,112
346,340,417,55,95,114
345,338,417,56,96,114
346,338,417,58,100,115
346,341,418,61,103,113
347,340,417,63,102,105
345,338,417,62,107,105
345,339,418,65,109,102
346,340,418,63,109,103
346,340,417,64,108,105
345,338,418,67,110,103
345,339,417,66,109,98
346,339,418,68,107,95
346,339,418,69,105,120
344,339,418,69,104,111
346,340,417,70,100,96
345,339,418,69,101,86
346,340,418,71,98,73
346,339,417,70,96,66
345,339,417,68,96,58
345,339,418,70,95,51
346,340,417,68,94,45
345,339,418,68,93,39
345,340,418,70,92,32
345,340,417,68,89,31
345,338,418,66,86,29
345,339,417,67,83,28
346,339,418,65,80,26
345,339,417,67,76,23
346,339,418,65,72,20
345,339,417,63,70,19
346,339,418,63,64,16
345,340,418,60,63,15
345,339,417,58,61,14
346,339,418,57,56,13
346,339,418,55,55,12
346,339,418,53,51,13
346,339,419,51,50,14
345,340,417,50,45,23
346,339,419,49,44,25
346,339,418,45,42,26
345,340,419,43,40,26
345,340,417,40,39,29
346,339,418,36,39,28
346,339,417,33,35,30
346,340,419,31,33,39
345,338,418,29,30,42
345,339,417,27,27,42
346,340,417,24,25,46
345,338,417,22,23,53
346,339,418,22,21,59
345,339,418,20,21,62
345,339,419,19,20,69
346,339,418,18,20,74
345,338,418,17,20,77
346,339,418,16,20,83
346,340,417,15,23,87
345,338,417,14,24,91
345,338,417,13,26,93
346,339,419,14,26,90
346,340,418,13,30,88
344,338,418,13,31,88
345,339,418,14,34,88
345,339,418,13,36,88
346,338,419,13,37,87
346,341,418,12,40,86
345,339,417,14,42,87
345,339,418,14,44,85
345,338,417,13,47,84
346,339,418,14,48,83
346,339,417,15,49,81
345,340,418,17,54,82
346,339,418,19,55,81
346,339,418,18,56,82
345,340,418,19,59,80
346,339,418,20,61,80
346,339,417,21,65,85
345,339,417,22,64,87
345,339,417,25,67,86
345,340,418,25,69,86
345,340,418,25,69,81
345,338,418,26,69,77
346,339,418,27,73,75
345,340,417,27,71,79
345,339,418,29,75,72
346,339,418,31,78,60
345,339,418,34,77,60
345,340,418,33,79,66
346,340,418,35,77,71
346,338,418,36,75,74
345,338,418,35,77,77
346,340,418,38,76,77
346,339,419,40,79,81
346,338,418,39,79,82
345,339,417,40,78,82
346,339,418,42,79,83
345,339,418,42,77,79
346,339,417,42,76,75
345,339,417,44,76,73
345,338,418,43,74,68
346,340,418,42,75,66
346,339,418,43,76,63
346,339,418,43,76,58
346,339,418,40,74,56
345,339,419,41,74,53
345,338,417,40,73,52
345,339,418,39,74,51
346,339,419,40,72,46
346,338,418,39,73,47
346,338,418,39,72,45
345,340,418,38,73,43
345,339,418,35,70,44
345,339,418,33,69,44
346,340,418,37,66,46
345,339,418,34,65,48
345,339,418,33,64,45
345,339,417,34,64,44
345,339,418,32,66,42
346,339,418,33,64,37
346,338,418,31,63,37
345,339,417,31,63,40
345,339,418,29,63,43
346,339,418,28,62,44
345,339,417,25,60,38
345,339,418,25,60,42
346,339,418,24,58,44
345,340,418,24,57,44
345,339,419,22,56,45
346,339,417,23,56,45
345,339,418,23,55,45
345,340,418,20,54,47
346,340,419,20,52,48
345,340,418,19,51,47
345,338,417,19,50,47
345,339,419,19,48,44
345,339,418,19,48,43
346,339,419,17,47,43
345,339,418,16,45,42
346,339,418,16,43,42
346,339,417,16,45,40
345,339,418,15,43,39
345,340,419,15,44,38
346,340,419,15,44,35
346,339,418,15,44,34
345,339,418,14,47,34
345,338,417,16,45,30
346,339,418,15,45,31
345,339,419,15,44,30
345,339,418,15,43,29
345,339,418,16,44,29
346,340,418,14,42,28
346,339,417,15,39,30
346,339,417,15,40,35
345,339,418,15,40,36
344,338,418,15,42,37
345,339,417,15,40,33
346,339,418,14,38,30
346,339,418,14,36,30
345,339,417,15,37,26
345,339,418,14,36,33
345,338,418,14,38,37
346,340,417,14,38,48
345,339,418,13,38,41
346,340,419,14,37,42
345,339,418,14,36,41
345,339,418,13,39,41
345,340,418,13,38,40
345,338,419,13,36,43
346,339,418,12,37,44
345,340,419,13,36,46
346,339,417,13,35,50
345,339,418,15,35,49
345,340,418,15,37,47
346,340,418,14,37,46
